id,mot,contains,restant
4797,perpezacnoir,1,21466
4798,piedicroce,1,21465
4799,perpezacblanc,1,21464
4800,nattages,1,21463
4801,natzwiller,1,21462
4802,peroygombries,1,21461
4803,perouille,1,21460
4804,pernesfontaines,1,21459
4805,piencourt,1,21458
4806,moutonne,1,21457
4807,nazairevalentane,0,21457
4808,pierreartheglise,0,21457
4809,nazairegardies,0,21457
4810,pierreaubezies,0,21457
4811,perissac,1,21456
4812,perillos,1,21455
4813,pierreaurillac,0,21455
4814,nazaireladarez,0,21455
4815,nazairepezan,0,21455
4816,perigueux,1,21454
4817,mouthoumet,1,21453
4818,nazaireroyans,0,21453
4819,mouthiers,0,21453
4820,perignyrose,1,21452
4821,pieorezza,1,21451
4822,pierreautils,0,21451
4823,pierrebailleul,0,21451
4824,mouthierbresse,1,21450
4825,mouthier,0,21450
4826,nazareth,1,21449
4827,pierrebat,0,21449
4828,moutherot,1,21448
4829,mouthe,1,21447
4830,pierrebelleville,0,21447
4831,nazelles,0,21447
4832,perigneux,1,21446
4833,mouterhouse,1,21445
4834,nazaireeymes,0,21445
4835,moutierahun,1,21444
4836,pierrearnes,0,21444
4837,nazairedesert,0,21444
4838,pierlas,1,21443
4839,pernesboulogne,1,21442
4840,pierrealbigny,0,21442
4841,pierreallevard,0,21442
4842,navailles,0,21442
4843,naveil,1,21441
4844,pierrealvey,0,21441
4845,moutils,0,21441
4846,pernelle,1,21440
4847,pierreamilly,0,21440
4848,moutiersretz,1,21439
4849,moutierspuisaye,1,21438
4850,navenne,1,21437
4851,moutiersperche,1,21436
4852,pernay,1,21435
4853,navilly,1,21434
4854,pernant,1,21433
4855,nayemontfosses,1,21432
4856,nayrac,1,21431
4857,pernand,1,21430
4858,pierreargençon,0,21430
4859,moutiersmauxfaits,1,21429
4860,nazaireaude,0,21429
4861,moutierscinglais,1,21428
4862,moutiersauge,1,21427
4863,nastringues,1,21426
4864,perrex,1,21425
4865,nannay,1,21424
4866,moysan,0,21424
4867,phlin,1,21423
4868,pia,1,21422
4869,mozac,1,21421
4870,nantey,1,21420
4871,perthesbrienne,1,21419
4872,pertain,1,21418
4873,nantgrand,1,21417
4874,moyvillers,1,21416
4875,nantheuil,1,21415
4876,nanthiat,1,21414
4877,piace,1,21413
4878,nantiat,1,21412
4879,nantille,1,21411
4880,nanteuilvallee,1,21410
4881,piana,1,21409
4882,nantillois,1,21408
4883,nantilly,1,21407
4884,nantoin,1,21406
4885,pianello,1,21405
4886,piano,1,21404
4887,pianotolli,1,21403
4888,piards,1,21402
4889,piarre,1,21401
4890,nantois,1,21400
4891,persquen,1,21399
4892,nanton,1,21398
4893,pertheshurlus,1,21397
4894,nanteuilmeaux,1,21396
4895,moydans,1,21395
4896,peruse,1,21394
4897,muespach,1,21393
4898,muel,1,21392
4899,philippeaiguille,0,21392
4900,philippeseignal,0,21392
4901,pescher,1,21391
4902,nanspins,1,21390
4903,peschadoires,1,21389
4904,mudaison,1,21388
4905,pescadoires,1,21387
4906,perville,1,21386
4907,pervencheres,1,21385
4908,nant,1,21384
4909,philippsbourg,1,21383
4910,nanteuilhaudouin,1,21382
4911,pertre,1,21381
4912,nanterre,1,21380
4913,philondenx,1,21379
4914,muchedent,1,21378
4915,perthus,1,21377
4916,perthuis,0,21377
4917,nantesratier,1,21376
4918,mtsamboro,1,21375
4919,pertheville,0,21375
4920,nanteuilforet,1,21374
4921,moze,0,21374
4922,nanteuilfosse,1,21373
4923,nantouard,0,21373
4924,piat,0,21373
4925,nantouillet,1,21372
4926,perrignydijon,1,21371
4927,narcastet,1,21370
4928,moyen,1,21369
4929,perroy,1,21368
4930,perrouse,1,21367
4931,picauville,1,21366
4932,perrou,1,21365
4933,naresse,0,21365
4934,nargis,1,21364
4935,perron,1,21363
4936,perrogneyfontaines,1,21362
4937,pichanges,1,21361
4938,picherande,1,21360
4939,moyemont,1,21359
4940,persgatinais,1,21358
4941,perrignier,1,21357
4942,narnhac,1,21356
4943,narp,1,21355
4944,narrosse,1,21354
4945,perrierscampagne,1,21353
4946,nasbinals,1,21352
4947,perriersbeauficel,1,21351
4948,nassandres,1,21350
4949,moye,1,21349
4950,nassiet,1,21348
4951,perrieres,1,21347
4952,nassigny,1,21346
4953,perruel,1,21345
4954,narboz,0,21345
4955,picarreau,1,21344
4956,narbonne,1,21343
4957,nantoux,1,21342
4958,moyrazes,1,21341
4959,piazzali,1,21340
4960,nantpetit,1,21339
4961,moyon,1,21338
4962,nantua,1,21337
4963,persan,1,21336
4964,persac,1,21335
4965,piazzole,1,21334
4966,moyl,0,21334
4967,piblange,1,21333
4968,nançay,1,21332
4969,pibrac,1,21331
4970,picampeau,0,21331
4971,nançois,0,21331
4972,nançoisgrand,1,21330
4973,pican,0,21330
4974,moyenvic,1,21329
4975,naours,1,21328
4976,narbefontaine,1,21327
4977,perrusson,1,21326
4978,perrusse,1,21325
4979,moyenmoutier,1,21324
4980,moyencourtpoix,1,21323
4981,narbief,1,21322
4982,mouvaux,1,21321
4983,neuwiller,1,21320
4984,neuflize,1,21319
4985,oudalle,1,21318
4986,oubeaux,1,21317
4987,ouchamps,1,21316
4988,nubecourt,1,21315
4989,nuars,1,21314
4990,nuailleaunis,1,21313
4991,ouches,1,21312
4992,oucques,1,21311
4993,oudan,1,21310
4994,ouangani,1,21309
4995,nozeroy,1,21308
4996,nozac,0,21308
4997,oudezeele,1,21307
4998,oudincourt,1,21306
4999,noyon,1,21305
5000,noyerouche,1,21304
5001,oudrenne,1,21303
5002,ouarville,1,21302
5003,nucourt,1,21301
5004,noyellette,1,21300
5005,nuillejalais,1,21299
5006,nullemont,1,21298
5007,ottange,1,21297
5008,ottersthal,1,21296
5009,otterswiller,1,21295
5010,ottmarsheim,1,21294
5011,nuisy,0,21294
5012,ottonville,1,21293
5013,ottrott,1,21292
5014,nuds,0,21292
5015,nuille,0,21292
5016,nuelles,1,21291
5017,ottwiller,1,21290
5018,ouagne,1,21289
5019,nueilaubiers,1,21288
5020,ouainville,1,21287
5021,ouanary,1,21286
5022,oudry,1,21285
5023,oueilloux,1,21284
5024,neufmaison,1,21283
5025,ouenrouerie,0,21283
5026,ouenmesnil,0,21283
5027,ouenmimbre,0,21283
5028,ouenne,0,21283
5029,ouenparey,0,21283
5030,ouenpin,0,21283
5031,noyantgravoyere,1,21282
5032,ouenpontcheuil,0,21282
5033,ouensecherouvre,0,21282
5034,ouenla,0,21282
5035,ouenthouberville,0,21282
5036,ouentilleul,0,21282
5037,noyantallier,1,21281
5038,ouentoits,0,21281
5039,ouenvallons,0,21281
5040,noyalo,1,21280
5041,noyales,1,21279
5042,ouenmauger,0,21279
5043,ouenhoux,0,21279
5044,noyellesvermelles,1,21278
5045,ouenbelin,0,21278
5046,noyellesseclin,1,21277
5047,noyelleshumieres,1,21276
5048,ouenalleux,0,21276
5049,ouenattez,0,21276
5050,noyelleschaussee,1,21275
5051,ouenaumone,0,21275
5052,ouenaunis,0,21275
5053,ouenbesaces,0,21275
5054,ouenchamps,0,21275
5055,ouenbreuil,0,21275
5056,ouenbrie,0,21275
5057,noyarey,1,21274
5058,noyanttouraine,1,21273
5059,noyantplaine,1,21272
5060,ouenbrisoult,0,21272
5061,ouenchampagne,0,21272
5062,othon,0,21272
5063,nully,1,21271
5064,othis,1,21270
5065,obersoultzbach,1,21269
5066,objat,1,21268
5067,osny,1,21267
5068,ossages,1,21266
5069,obies,1,21265
5070,obervisse,1,21264
5071,oberstinzel,1,21263
5072,obersteinbach,1,21262
5073,oberschaeffolsheim,1,21261
5074,oblinghem,1,21260
5075,obersaasheim,1,21259
5076,ossas,1,21258
5077,oberroedern,1,21257
5078,obernai,1,21256
5079,obermorschwiller,1,21255
5080,osseaspe,1,21254
5081,obermorschwihr,1,21253
5082,oblas,0,21253
5083,osneval,1,21252
5084,othe,1,21251
5085,osmane,0,21251
5086,osenbach,1,21250
5087,osier,0,21250
5088,oslon,1,21249
5089,ocana,1,21248
5090,ocagnano,1,21247
5091,obtree,1,21246
5092,osly,1,21245
5093,obterre,1,21244
5094,osnes,1,21243
5095,osmanville,1,21242
5096,osmery,1,21241
5097,obsonville,1,21240
5098,osmets,1,21239
5099,osmonville,0,21239
5100,obreck,1,21238
5101,obrechies,1,21237
5102,osseja,1,21236
5103,obermodern,1,21235
5104,osselle,1,21234
5105,ostricourt,1,21233
5106,ostel,1,21232
5107,ostheim,1,21231
5108,nyons,1,21230
5109,osthoffen,1,21229
5110,osthouse,1,21228
5111,ostreville,1,21227
5112,nyoiseau,1,21226
5113,nyer,1,21225
5114,ossen,1,21224
5115,nuzejouls,1,21223
5116,nurlu,1,21222
5117,nurieux,1,21221
5118,ostwald,1,21220
5119,ota,1,21219
5120,nuretferron,1,21218
5121,nuncq,1,21217
5122,ostabat,1,21216
5123,o,0,21216
5124,obenheim,1,21215
5125,oberbronn,1,21214
5126,oberlauterbach,1,21213
5127,oberlarg,1,21212
5128,oberhoffenwissembourg,1,21211
5129,oberhoffen,0,21211
5130,ossenx,1,21210
5131,oberhergheim,1,21209
5132,osserain,1,21208
5133,osses,1,21207
5134,oberhausbergen,1,21206
5135,oberhaslach,1,21205
5136,obergailbach,1,21204
5137,osseytrois,0,21204
5138,oberentzen,1,21203
5139,oberdorff,1,21202
5140,oberbruck,1,21201
5141,novy,0,21201
5142,novion,0,21201
5143,ouenvignes,0,21201
5144,outrille,0,21201
5145,outremecourt,1,21200
5146,nouainville,1,21199
5147,outrepont,1,21198
5148,nottonville,1,21197
5149,outriaz,1,21196
5150,nothalten,1,21195
5151,noth,1,21194
5152,nostang,1,21193
5153,outrebois,1,21192
5154,ouvans,1,21191
5155,ouve,0,21191
5156,ouveillan,1,21190
5157,nossoncourt,1,21189
5158,nossage,0,21189
5159,ouvilleabbaye,1,21188
5160,nortkerque,1,21187
5161,outreeau,0,21187
5162,nouan,0,21187
5163,nouere,0,21187
5164,oussoygatinais,1,21186
5165,noueilles,1,21185
5166,noue,1,21184
5167,nouaye,1,21183
5168,nouatre,1,21182
5169,oussieres,1,21181
5170,ousson,0,21181
5171,nouart,1,21180
5172,ouste,1,21179
5173,outreaux,0,21179
5174,outarville,1,21178
5175,outines,1,21177
5176,nouansfontaines,1,21176
5177,nouans,1,21175
5178,outre,0,21175
5179,nouanfuzelier,1,21174
5180,outreau,1,21173
5181,northen,0,21173
5182,ouvillebien,1,21172
5183,ouvilleriviere,1,21171
5184,oyes,1,21170
5185,ovin,0,21170
5186,oxelaere,1,21169
5187,norolles,1,21168
5188,normier,1,21167
5189,oyen,0,21167
5190,normandeuse,0,21167
5191,normandel,1,21166
5192,normande,0,21166
5193,ouvrouerchamps,1,21165
5194,oyeu,1,21164
5195,normand,0,21164
5196,norgesville,1,21163
5197,noreuil,1,21162
5198,nordhouse,1,21161
5199,oyhercq,1,21160
5200,oyonnax,1,21159
5201,noronabbaye,1,21158
5202,ovillersboisselle,1,21157
5203,noronpoterie,1,21156
5204,ovanches,1,21155
5205,nortbecourt,1,21154
5206,ouzilly,1,21153
5207,ouzouerchamps,1,21152
5208,norroyveneur,1,21151
5209,norroysec,1,21150
5210,norroypontmousson,1,21149
5211,norroy,1,21148
5212,ouzouerdoyen,1,21147
5213,norrois,1,21146
5214,ouzouermarche,1,21145
5215,norreyauge,1,21144
5216,norrey,0,21144
5217,norrent,0,21144
5218,noroybourg,1,21143
5219,ouzous,1,21142
5220,oury,0,21142
5221,ourvillecaux,1,21141
5222,ouerre,1,21140
5223,nouzerolles,1,21139
5224,ouillon,1,21138
5225,nouzonville,1,21137
5226,nouzilly,1,21136
5227,ouillyhouley,1,21135
5228,nouziers,1,21134
5229,ouillytesson,1,21133
5230,ouillyvicomte,1,21132
5231,nouzerines,1,21131
5232,ouhans,1,21130
5233,ouistreham,1,21129
5234,oulches,1,21128
5235,oulchesvallee,1,21127
5236,oulchychateau,1,21126
5237,oulchyville,1,21125
5238,nouvron,1,21124
5239,oulins,1,21123
5240,ouides,1,21122
5241,novacelles,1,21121
5242,ourton,1,21120
5243,ouffieres,1,21119
5244,ouessant,1,21118
5245,novillers,1,21117
5246,ouette,0,21117
5247,novillars,1,21116
5248,ouezy,1,21115
5249,novillard,1,21114
5250,noviantpres,1,21113
5251,ouge,1,21112
5252,novalaise,1,21111
5253,noves,1,21110
5254,novella,1,21109
5255,ouges,1,21108
5256,novel,1,21107
5257,noveant,0,21107
5258,novale,1,21106
5259,ougny,1,21105
5260,oulles,1,21104
5261,nouvoitou,1,21103
5262,nouvionvineux,1,21102
5263,nouillonpont,1,21101
5264,nourray,1,21100
5265,noureuil,0,21100
5266,nourardfranc,1,21099
5267,ourouxmorvan,1,21098
5268,noulette,0,21098
5269,noulens,1,21097
5270,nouilly,1,21096
5271,oursbelille,1,21095
5272,oullins,1,21094
5273,ourscamps,1,21093
5274,nouillers,1,21092
5275,nouilhan,1,21091
5276,nouic,1,21090
5277,nouhant,1,21089
5278,oursel,0,21089
5279,nougaroulet,1,21088
5280,ourouerbourdelins,1,21087
5281,nousse,1,21086
5282,nousseviller,0,21086
5283,ourouer,1,21085
5284,oulmes,1,21084
5285,oulon,1,21083
5286,nouvionthierache,1,21082
5287,nouvioncomte,1,21081
5288,oulph,0,21081
5289,ounans,1,21080
5290,oupia,1,21079
5291,our,1,21078
5292,nouvel,0,21078
5293,ourbise,0,21078
5294,nousty,1,21077
5295,ourde,1,21076
5296,ourdis,1,21075
5297,noussevillerbitche,1,21074
5298,ourdon,1,21073
5299,occagnes,1,21072
5300,osches,1,21071
5301,osani,1,21070
5302,omencourt,0,21070
5303,omessa,1,21069
5304,omerville,1,21068
5305,organ,1,21067
5306,omergues,1,21066
5307,omerchaussee,0,21066
5308,orgeans,1,21065
5309,orgedeuil,1,21064
5310,omelmont,1,21063
5311,omex,1,21062
5312,omecourt,1,21061
5313,orgeix,1,21060
5314,orgelet,1,21059
5315,ombleze,1,21058
5316,olwisheim,1,21057
5317,orgeresbeauce,1,21056
5318,orgerus,1,21055
5319,omet,1,21054
5320,omey,1,21053
5321,omont,1,21052
5322,omissy,1,21051
5323,ommoy,1,21050
5324,ommeray,1,21049
5325,ordan,0,21049
5326,ordiarp,1,21048
5327,ordizan,1,21047
5328,ommeel,1,21046
5329,ordonnac,1,21045
5330,ordonnaz,1,21044
5331,oresmaux,1,21043
5332,ore,1,21042
5333,omiecourt,1,21041
5334,omicourt,1,21040
5335,oregue,1,21039
5336,oreilla,1,21038
5337,orelle,1,21037
5338,orensgameville,0,21037
5339,orges,1,21036
5340,orgeux,1,21035
5341,oltingue,1,21034
5342,ollans,1,21033
5343,olloix,1,21032
5344,ollioules,1,21031
5345,olliergues,1,21030
5346,orieux,1,21029
5347,orignac,1,21028
5348,ollezy,1,21027
5349,olley,1,21026
5350,orignolles,1,21025
5351,ols,0,21025
5352,orignybutin,1,21024
5353,orignyroux,1,21023
5354,orignysec,1,21022
5355,orignythierache,1,21021
5356,olivese,1,21020
5357,olive,0,21020
5358,olhaiby,1,21019
5359,ollon,1,21018
5360,olm,0,21018
5361,orien,0,21018
5362,olmes,1,21017
5363,oloron,0,21017
5364,orgeville,1,21016
5365,olonzac,1,21015
5366,orgibet,1,21014
5367,olonne,0,21014
5368,orglandes,1,21013
5369,olmo,1,21012
5370,olmiccia,1,21011
5371,olmi,1,21010
5372,orgnac,0,21010
5373,olmeto,1,21009
5374,orgnacaven,1,21008
5375,orgon,1,21007
5376,orgueil,1,21006
5377,oricourt,1,21005
5378,orconte,1,21004
5379,orcines,1,21003
5380,orincles,1,21002
5381,orbaisabbaye,1,21001
5382,orange,1,21000
5383,orangis,0,21000
5384,onvillers,0,21000
5385,onville,1,20999
5386,ontex,1,20998
5387,orbagna,1,20997
5388,onsbray,1,20996
5389,onoz,1,20995
5390,onzain,1,20994
5391,orban,1,20993
5392,onnion,1,20992
5393,onnaing,1,20991
5394,orbec,1,20990
5395,orbeil,1,20989
5396,onlay,1,20988
5397,onjon,1,20987
5398,oraison,1,20986
5399,orainville,1,20985
5400,orcinas,1,20984
5401,opio,1,20983
5402,opportunebosc,0,20983
5403,oppenans,1,20982
5404,oppedette,1,20981
5405,opportunemare,0,20981
5406,oppede,1,20980
5407,oppy,1,20979
5408,opoul,0,20979
5409,optevoz,1,20978
5410,orain,1,20977
5411,opac,0,20977
5412,oraas,1,20976
5413,oradoux,0,20976
5414,oost,0,20976
5415,oradouxchirouze,0,20976
5416,oo,1,20975
5417,onzerain,0,20975
5418,onglieres,1,20974
5419,ongles,1,20973
5420,orbessan,1,20972
5421,onard,1,20971
5422,mouliere,0,20971
5423,oncourt,1,20970
5424,orcevaux,1,20969
5425,oncin,0,20969
5426,oncieu,1,20968
5427,orchaise,1,20967
5428,onay,1,20966
5429,onans,1,20965
5430,orbey,1,20964
5431,orches,1,20963
5432,oms,1,20962
5433,omps,1,20961
5434,orcier,1,20960
5435,omonvillerogue,1,20959
5436,orcieres,1,20958
5437,omonvillepetite,1,20957
5438,ondefontaine,1,20956
5439,orcet,1,20955
5440,orcenais,1,20954
5441,orcemont,1,20953
5442,orbiel,0,20953
5443,oneux,1,20952
5444,orbieu,0,20952
5445,onetchateau,1,20951
5446,orbigny,1,20950
5447,onesse,0,20950
5448,onenchapelle,0,20950
5449,oneix,1,20949
5450,ondreville,0,20949
5451,orbignymont,1,20948
5452,ondres,1,20947
5453,orbignyval,1,20946
5454,ondras,0,20946
5455,ondes,1,20945
5456,orbrie,1,20944
5457,orin,1,20943
5458,oriocourt,1,20942
5459,os,1,20941
5460,oeting,1,20940
5461,offemont,1,20939
5462,offekerque,1,20938
5463,orsan,1,20937
5464,oeyreluy,1,20936
5465,orsanco,1,20935
5466,oeyregave,1,20934
5467,oeufternois,1,20933
5468,orsay,1,20932
5469,ors,1,20931
5470,orschwihr,1,20930
5471,oermingen,1,20929
5472,oelleville,1,20928
5473,odratzheim,1,20927
5474,odos,1,20926
5475,orschwiller,1,20925
5476,orse,0,20925
5477,offendorf,1,20924
5478,offenheim,1,20923
5479,orphin,1,20922
5480,offrethun,1,20921
5481,orpierre,1,20920
5482,orquevaux,1,20919
5483,orquigny,0,20919
5484,ogenne,1,20918
5485,offwiller,1,20917
5486,orres,1,20916
5487,offroicourt,1,20915
5488,offranville,1,20914
5489,orryville,1,20913
5490,orret,1,20912
5491,orriule,1,20911
5492,orrouer,1,20910
5493,orrouy,1,20909
5494,offlanges,1,20908
5495,offin,1,20907
5496,offignies,1,20906
5497,orsennes,1,20905
5498,odomez,1,20904
5499,orsinval,1,20903
5500,ochey,1,20902
5501,orvault,1,20901
5502,ocqueville,1,20900
5503,orvaux,1,20899
5504,ocquerre,1,20898
5505,orve,1,20897
5506,orvillers,0,20897
5507,ochtezeele,1,20896
5508,orvin,0,20896
5509,oderen,1,20895
5510,oches,1,20894
5511,ochancourt,1,20893
5512,occoches,1,20892
5513,occhiatana,1,20891
5514,orx,1,20890
5515,orçay,1,20889
5516,occey,1,20888
5517,orus,1,20887
5518,ortoncourt,1,20886
5519,orto,1,20885
5520,ortiporio,1,20884
5521,orsonnette,1,20883
5522,odenas,1,20882
5523,odeillo,1,20881
5524,orsonville,1,20880
5525,ortaffa,1,20879
5526,odars,1,20878
5527,octon,1,20877
5528,ortale,1,20876
5529,orthe,0,20876
5530,orthemale,0,20876
5531,octevilleavenel,1,20875
5532,orthevielle,1,20874
5533,orthez,1,20873
5534,orthoux,0,20873
5535,ortillon,1,20872
5536,ogeubains,1,20871
5537,ogeviller,1,20870
5538,oriolles,1,20869
5539,ormersviller,1,20868
5540,orlienas,1,20867
5541,oissery,1,20866
5542,oissel,1,20865
5543,ormancey,1,20864
5544,ormeaux,0,20864
5545,ormel,0,20864
5546,ormenans,1,20863
5547,oisseaupetit,1,20862
5548,orliaguet,1,20861
5549,oisseau,1,20860
5550,ormeze,0,20860
5551,ormoiche,1,20859
5552,ormoydavien,1,20858
5553,ormoyriviere,1,20857
5554,ormoysexfontaines,1,20856
5555,oison,1,20855
5556,oissy,1,20854
5557,orliacbar,1,20853
5558,ogliastro,1,20852
5559,orion,1,20851
5560,olette,1,20850
5561,oletta,1,20849
5562,olendon,1,20848
5563,olemps,1,20847
5564,oriolroyans,1,20846
5565,olcani,1,20845
5566,olby,1,20844
5567,olargues,1,20843
5568,orliac,1,20842
5569,orisrattier,1,20841
5570,oizon,1,20840
5571,oize,1,20839
5572,orist,1,20838
5573,oisyverger,1,20837
5574,orleat,1,20836
5575,orleix,1,20835
5576,oisly,1,20834
5577,ornacieux,1,20833
5578,oisilly,1,20832
5579,ohain,1,20831
5580,oigney,1,20830
5581,oie,1,20829
5582,oroer,1,20828
5583,ohnenheim,1,20827
5584,ohlungen,1,20826
5585,ohis,1,20825
5586,oherville,1,20824
5587,ogy,1,20823
5588,oisemont,1,20822
5589,ogny,0,20822
5590,oroix,1,20821
5591,ognon,1,20820
5592,oron,1,20819
5593,ognolles,1,20818
5594,ogneville,1,20817
5595,oroux,1,20816
5596,oignies,1,20815
5597,orny,1,20814
5598,ornon,1,20813
5599,oignyvalois,1,20812
5600,oiseme,1,20811
5601,ornaisons,1,20810
5602,ornans,1,20809
5603,ornel,1,20808
5604,oiselay,0,20808
5605,ornes,1,20807
5606,orneto,1,20806
5607,oisans,1,20805
5608,oiry,1,20804
5609,ornex,1,20803
5610,oiron,1,20802
5611,ornezan,1,20801
5612,orniac,1,20800
5613,oingt,1,20799
5614,ornolac,1,20798
5615,oyre,1,20797
5616,nordheim,1,20796
5617,oyrieres,1,20795
5618,parville,1,20794
5619,nevache,1,20793
5620,partinello,1,20792
5621,neuwillersaverne,1,20791
5622,parux,1,20790
5623,neuvysullias,1,20789
5624,neuvyroi,1,20788
5625,parves,1,20787
5626,parvillersquesnoy,1,20786
5627,nevers,1,20785
5628,neuvymauges,1,20784
5629,neuvyhoulme,1,20783
5630,neuvydunois,1,20782
5631,neuvychampagne,1,20781
5632,neuvybeauce,1,20780
5633,neuvybarrois,1,20779
5634,neuvizy,1,20778
5635,parthenaybretagne,1,20777
5636,nevez,1,20776
5637,nezignaneveque,1,20775
5638,nexon,1,20774
5639,parresvaudes,0,20774
5640,parroy,1,20773
5641,neyron,1,20772
5642,parsac,1,20771
5643,neyrolles,1,20770
5644,neydens,1,20769
5645,ney,1,20768
5646,parsat,0,20768
5647,nevian,1,20767
5648,parschavanges,1,20766
5649,nexans,0,20766
5650,parsromilly,1,20765
5651,nevydole,1,20764
5652,nevy,0,20764
5653,parthem,0,20764
5654,nevoy,1,20763
5655,neuvireuil,1,20762
5656,neuvillyargonne,1,20761
5657,neuvilly,1,20760
5658,passins,1,20759
5659,neuvillerbadonviller,1,20758
5660,neuviller,0,20758
5661,passavantargonne,1,20757
5662,passavantrochere,1,20756
5663,neuvillepont,1,20755
5664,passel,1,20754
5665,passenans,1,20753
5666,passirac,1,20752
5667,neuvilley,1,20751
5668,neuvillepoitou,1,20750
5669,neuvilleplain,1,20749
5670,neuvillemaire,1,20748
5671,passonfontaine,1,20747
5672,passyvalois,1,20746
5673,pastour,0,20746
5674,neuvilleloeuilly,1,20745
5675,passais,1,20744
5676,neuvillerroche,1,20743
5677,passa,1,20742
5678,pasquier,1,20741
5679,parzac,1,20740
5680,neuvillewasigny,1,20739
5681,neuvilleverdunois,1,20738
5682,parçaypins,1,20737
5683,neuvillevaucouleurs,1,20736
5684,pasartois,1,20735
5685,neuvillettecharnie,1,20734
5686,pasilly,1,20733
5687,pasjeu,1,20732
5688,paslieres,1,20731
5689,neuvilletournefuy,1,20730
5690,pasly,1,20729
5691,neuvillethis,1,20728
5692,neuvillers,0,20728
5693,pasques,1,20727
5694,nezel,1,20726
5695,parrestertres,0,20726
5696,neuvillelarris,1,20725
5697,nicolaspierrepont,0,20725
5698,pargnan,1,20724
5699,nicolastertre,0,20724
5700,nicolassommaire,0,20724
5701,nicolasredon,0,20724
5702,pargnybois,1,20723
5703,nicolasport,0,20723
5704,pargnydhuys,1,20722
5705,pargnyreims,1,20721
5706,nicorps,1,20720
5707,nicolaspelem,0,20720
5708,pargoire,0,20720
5709,pargues,1,20719
5710,nicolasmotets,0,20719
5711,nicolasmacherin,0,20719
5712,parignargues,1,20718
5713,parigneeveque,1,20717
5714,parfouru,0,20717
5715,nicourby,0,20717
5716,parranquet,1,20716
5717,parenty,1,20715
5718,niedermorschwihr,1,20714
5719,niedermodern,1,20713
5720,niederlauterbach,1,20712
5721,parentisborn,1,20711
5722,niederhergheim,1,20710
5723,niederhausbergen,1,20709
5724,niederhaslach,1,20708
5725,niederentzen,1,20707
5726,niderhoff,1,20706
5727,niederbruck,1,20705
5728,niederbronnbains,1,20704
5729,pareol,0,20704
5730,parfondru,1,20703
5731,parfondrupt,1,20702
5732,nie,0,20702
5733,niderviller,1,20701
5734,nicolaslaitiers,0,20701
5735,parignepolin,1,20700
5736,parignyrose,1,20699
5737,paron,1,20698
5738,parnans,1,20697
5739,parne,0,20697
